actor_episodes,actor_steps,critic_loss,evaluator_episodes,evaluator_steps,learner_steps,learner_walltime,policy_loss
209,597,3.9425423,35,105,1,0,0.3523854
230,657,0.67622125,37,111,46,2.0254220962524414,0.4917711
242,693,0.602303,39,117,65,3.6932053565979004,0.48556587
252,722,0.45955443,41,123,87,4.910489082336426,0.4977565
267,767,0.55498934,43,129,96,6.037844181060791,0.47266394
276,791,0.65629315,45,135,110,7.192282438278198,0.49194187
286,819,0.6718794,47,141,126,8.296595573425293,0.48472986
302,862,0.523833,49,147,135,9.472823143005371,0.48749048
316,901,0.54254305,51,153,150,10.82450008392334,0.47900018
335,960,0.5271809,55,165,169,12.14636778831482,0.49553755
345,987,0.6143527,55,165,189,13.647277355194092,0.47443762
357,1023,0.49521565,57,171,206,14.85507607460022,0.47280446
373,1071,0.6459536,59,177,223,15.962573289871216,0.47714713
380,1090,0.62853247,61,183,237,17.191001892089844,0.48764277
395,1130,0.5744728,63,189,252,18.43837261199951,0.47462156
420,1201,0.5450411,65,195,269,19.739304065704346,0.48464215
433,1234,0.50050986,67,201,283,21.056801795959473,0.46004435
439,1251,0.5359802,69,207,295,22.226092100143433,0.48517412
450,1285,0.5070413,71,213,310,23.399884939193726,0.48111352
462,1317,0.5620814,73,219,322,24.526047468185425,0.47962168
475,1355,0.5691806,75,225,335,25.648202896118164,0.4922368
486,1387,0.4059595,75,225,351,26.91408061981201,0.49082902
495,1412,0.5406589,77,231,369,28.196235179901123,0.4684679
519,1479,0.55718917,81,243,383,29.418620824813843,0.4873236
528,1499,0.52420986,83,249,397,30.553882360458374,0.45619273
536,1525,0.575562,85,255,412,32.007973432540894,0.41705924
549,1563,0.5940285,87,261,428,33.12854814529419,0.4814167
561,1593,0.5153749,87,261,443,34.26183247566223,0.47817206
575,1636,0.5776708,91,273,455,35.49489426612854,0.46463385
586,1670,0.41043594,91,273,472,36.69894981384277,0.47559965
600,1708,0.59661305,93,279,486,37.946415185928345,0.41466206
610,1737,0.5024899,95,285,503,39.23042345046997,0.45024273
635,1809,0.44203776,99,297,525,40.517597675323486,0.4788794
651,1855,0.53705907,101,303,541,41.729164600372314,0.46257228
661,1882,0.5502702,103,309,558,43.15994715690613,0.48948956
676,1923,0.5420128,105,315,571,44.84677457809448,0.4765857
684,1945,0.5208755,107,321,586,46.055734395980835,0.4785328
707,2009,0.48970723,109,327,603,47.24020171165466,0.48448765
720,2049,0.5149214,111,333,621,48.42185115814209,0.48637024
727,2071,0.575661,113,339,632,49.52807664871216,0.47863185
739,2105,0.55357265,115,345,645,50.64074635505676,0.4693405
747,2127,0.4053567,117,351,660,51.83864641189575,0.47712153
760,2164,0.50923467,117,351,676,53.00762414932251,0.4767587
772,2200,0.47067258,119,357,690,54.16768145561218,0.48567754
787,2241,0.39109123,121,363,702,55.474223136901855,0.4839545
799,2273,0.5022022,123,369,721,56.65021085739136,0.49253178
812,2309,0.44760424,125,375,738,57.815112829208374,0.48268348
825,2347,0.5337765,127,381,753,58.920822620391846,0.48361504
834,2372,0.5167972,127,381,764,60.0680627822876,0.4553573
851,2416,0.46451426,129,387,779,61.2546660900116,0.46150196
860,2440,0.46310088,131,393,790,62.37977933883667,0.45133466
874,2480,0.5079017,133,399,806,63.608667612075806,0.47259095
893,2535,0.49439046,137,411,820,64.8495991230011,0.4668169
906,2574,0.5653107,139,417,838,65.98841428756714,0.4640904
921,2617,0.37397057,141,423,853,67.16623616218567,0.4827234
935,2654,0.49751467,143,429,867,68.36329340934753,0.45993754
947,2689,0.56496507,145,435,885,69.6126971244812,0.4627627
957,2718,0.5533846,147,441,900,70.8935158252716,0.45178962
972,2759,0.6689196,149,447,912,71.99697923660278,0.48702955
981,2783,0.4727083,151,453,925,73.29678583145142,0.4921089
990,2807,0.4971548,151,453,937,74.43877649307251,0.4998302
1002,2839,0.42898774,154,462,955,75.63145399093628,0.48913938
1015,2875,0.52585727,156,468,964,76.73850512504578,0.4814676
1025,2902,0.60250896,158,474,979,77.85861301422119,0.49525088
1036,2935,0.49788773,160,480,992,79.06484651565552,0.48815894
1048,2968,0.48365015,162,486,1006,80.37050461769104,0.49116313
1071,3029,0.4343054,164,492,1021,81.90981912612915,0.48649585
1085,3066,0.43974784,166,498,1039,83.17469620704651,0.4864989
1098,3105,0.50557005,169,507,1054,84.32064437866211,0.49005455
1109,3136,0.5364254,169,507,1069,85.49594688415527,0.48593926
1116,3156,0.40675965,171,513,1087,86.66670370101929,0.48768198
1131,3204,0.66511124,173,519,1101,87.89605808258057,0.46545833
1153,3268,0.44085562,177,531,1117,89.31412959098816,0.47374904
1162,3292,0.5329857,177,531,1132,90.41614866256714,0.48961523
1175,3330,0.5131803,179,537,1145,91.5849347114563,0.46276966
1183,3352,0.6865394,181,543,1158,92.78148531913757,0.48741376
1198,3393,0.4438884,183,549,1175,94.03857469558716,0.48891747
1212,3433,0.4489919,185,555,1191,95.33826899528503,0.49682182
1223,3462,0.5690783,187,561,1206,96.46676063537598,0.47516274
1237,3503,0.45754787,187,561,1225,97.65127873420715,0.46784928
1247,3532,0.60911226,189,567,1241,98.75708651542664,0.4961367
1260,3573,0.5414799,191,573,1251,99.87333226203918,0.49332058
1276,3615,0.45564562,193,579,1268,101.03214240074158,0.48709214
1288,3650,0.56093776,195,585,1285,102.56706881523132,0.49218875
1307,3705,0.5251474,199,597,1306,103.98961186408997,0.48578176
1324,3754,0.59032184,201,603,1323,105.56234455108643,0.4883944
1330,3768,0.43112,201,603,1336,106.66245722770691,0.4950441
1343,3802,0.5240127,203,609,1350,107.76818251609802,0.49221903
1356,3838,0.52673876,205,615,1364,108.92529106140137,0.48559776
1369,3875,0.46832186,207,621,1376,110.1223578453064,0.46999747
1382,3914,0.44133604,209,627,1397,111.39764475822449,0.48927006
1394,3952,0.45541832,211,633,1414,112.60588788986206,0.49171284
1409,3996,0.59447724,213,639,1427,113.724112033844,0.48893377
1418,4022,0.53327984,215,645,1442,114.8832700252533,0.48989892
1438,4079,0.48702824,217,651,1456,116.22032809257507,0.48603332
1449,4108,0.67682004,219,657,1467,117.41215205192566,0.47410655
1462,4143,0.66239566,219,657,1481,118.57746624946594,0.4810434
1473,4177,0.49008214,221,663,1495,119.70805478096008,0.49042147
1486,4210,0.5432794,223,669,1508,120.7276611328125,0.49080324
1499,4246,0.53589463,225,675,1527,122.26391530036926,0.4911319
1512,4283,0.5182061,227,681,1544,123.37149477005005,0.48675525
1522,4313,0.5602522,229,687,1553,124.52547264099121,0.48363948
1532,4339,0.4609961,231,693,1569,125.79763293266296,0.4899974
1545,4375,0.57323456,233,699,1585,126.99540066719055,0.47740188
1558,4409,0.46755445,235,705,1598,128.1219425201416,0.49816355
1569,4447,0.48992026,237,711,1615,129.33251070976257,0.47564477
1589,4503,0.41647285,241,723,1630,130.71472573280334,0.479657
1602,4538,0.43922076,241,723,1643,131.92665910720825,0.49281627
1613,4564,0.49346006,243,729,1657,133.13883304595947,0.48829263
1623,4591,0.34168237,245,735,1670,134.24391722679138,0.48346078
1637,4634,0.40422767,247,741,1684,135.39954018592834,0.4840807
1647,4662,0.44803375,249,747,1701,136.68305897712708,0.4803173
1660,4695,0.5283457,251,753,1715,137.92288613319397,0.47499943
1674,4729,0.4869049,251,753,1729,139.02967023849487,0.4899024
1683,4755,0.49696177,253,759,1741,140.1877088546753,0.47909638
1707,4820,0.43596202,257,771,1759,141.62087512016296,0.47776508
1719,4855,0.441671,260,780,1778,142.997971534729,0.48413813
1733,4896,0.46250826,262,786,1795,144.232106924057,0.47179925
1737,4907,0.4227093,264,792,1809,145.3773386478424,0.47467393
1752,4951,0.4046126,264,792,1823,146.61070847511292,0.4743523
1763,4983,0.48354083,266,798,1842,147.75367498397827,0.48227668
1776,5023,0.5095841,268,804,1857,148.86005568504333,0.48485863
1802,5093,0.34708887,272,816,1869,150.09593081474304,0.47106034
1814,5131,0.584373,272,816,1889,151.22167348861694,0.47766665
1823,5158,0.53751564,274,822,1903,152.32363438606262,0.49175715
1835,5190,0.5055456,276,828,1914,153.44961977005005,0.4776252
1846,5217,0.38100109,278,834,1925,154.56912779808044,0.47674954
1863,5265,0.4597847,280,840,1944,156.18094658851624,0.4779216
1876,5300,0.37012047,282,846,1959,157.28277325630188,0.4641399
1886,5330,0.43725538,282,846,1976,158.41627955436707,0.48076427
1895,5355,0.4346639,284,852,1988,159.51646494865417,0.48596767
1906,5385,0.50149137,286,858,2000,160.74261951446533,0.46377316
1922,5427,0.45155847,288,864,2010,161.8615894317627,0.45033222
1937,5468,0.4138299,290,870,2027,162.97573518753052,0.48725814
1951,5506,0.33144152,292,876,2041,164.2418429851532,0.46026784
1964,5542,0.49574125,294,882,2055,165.34227919578552,0.47155523
1978,5579,0.42910457,296,888,2071,166.44467210769653,0.44314784
1990,5612,0.4317891,298,894,2082,167.62117528915405,0.45888996
2000,5637,0.44975334,298,894,2100,168.77657079696655,0.47186053
2015,5682,0.47235644,300,900,2115,169.88202047348022,0.4790741
2022,5703,0.4068109,302,906,2130,171.03005838394165,0.47562563
2034,5738,0.508806,304,912,2143,172.23504281044006,0.46583644
2051,5785,0.4804839,306,918,2158,173.46897149085999,0.47679064
2062,5812,0.4204332,308,924,2172,174.59118223190308,0.47334117
2075,5852,0.40622556,310,930,2186,175.7027108669281,0.48498932
2089,5893,0.3311972,312,936,2204,176.98177194595337,0.49017256
2096,5912,0.38551772,314,942,2215,178.08828234672546,0.48389807
2110,5950,0.4126829,316,948,2231,179.21616911888123,0.48566863
2117,5970,0.40180102,318,954,2243,180.47760128974915,0.4753666
2130,6010,0.35503057,320,960,2261,181.7863326072693,0.49330834
2153,6075,0.453201,322,966,2275,182.91362881660461,0.48777178
2167,6113,0.4051847,324,972,2293,184.27127122879028,0.4850364
2176,6140,0.39567912,326,978,2305,185.40743947029114,0.48937285
2186,6167,0.4409256,328,984,2319,186.8042857646942,0.4961124
2199,6204,0.41157734,330,990,2334,187.9782361984253,0.47320825
2216,6251,0.4391765,334,1003,2349,189.39639019966125,0.4779551
2231,6294,0.502526,335,1005,2367,190.57602167129517,0.48693264
2239,6318,0.5089774,335,1005,2379,191.77555775642395,0.46123445
2254,6359,0.53137654,336,1007,2395,192.9216718673706,0.44057858
2262,6383,0.46740705,337,1009,2411,194.0862946510315,0.4069978
2278,6424,0.45362136,338,1011,2426,195.2272777557373,0.45334813
2289,6458,0.36034665,338,1011,2437,196.395427942276,0.4652264
2295,6477,0.502859,340,1015,2453,197.60640931129456,0.4682004
2308,6516,0.4345265,341,1017,2470,198.8720018863678,0.46382618
2333,6586,0.42734814,343,1021,2487,200.10809063911438,0.42690745
2347,6628,0.53131574,344,1023,2505,201.22338318824768,0.45514518
2360,6664,0.33176607,345,1025,2518,202.4626545906067,0.4338969
2368,6687,0.3822962,346,1027,2532,203.5695276260376,0.44375747
2382,6730,0.32903433,346,1027,2547,204.7369577884674,0.430269
2394,6765,0.5059059,348,1031,2566,206.02911138534546,0.47309223
2406,6800,0.42806336,348,1031,2580,207.28931999206543,0.4466592
2417,6832,0.5295007,350,1035,2596,208.45108819007874,0.43531993
2428,6868,0.390154,352,1039,2613,209.69527983665466,0.45714745
2440,6903,0.35128278,353,1041,2627,210.80111503601074,0.4848032
2464,6974,0.4280299,354,1043,2650,212.09005999565125,0.47278178
2479,7015,0.46720257,355,1045,2664,213.36675000190735,0.48309126
2491,7047,0.484856,356,1047,2680,214.66813039779663,0.48405752
2502,7079,0.37701994,358,1051,2694,215.76876711845398,0.48094904
2514,7115,0.3823946,359,1053,2712,217.07338690757751,0.48123288
2531,7161,0.3951343,360,1055,2728,218.48596620559692,0.46583566
2549,7215,0.41578853,362,1059,2749,219.70608568191528,0.41929507
2563,7258,0.30040377,363,1061,2763,220.9811451435089,0.47383296
2570,7279,0.37158155,364,1063,2779,222.26879835128784,0.47198832
2582,7315,0.41060925,364,1063,2793,223.58905506134033,0.49093097
2592,7344,0.5091614,364,1063,2804,224.71302318572998,0.48492032
2613,7406,0.4142841,368,1071,2822,226.08208465576172,0.47349375
2620,7427,0.4868353,368,1071,2836,227.2966558933258,0.42657217
2634,7461,0.42750213,370,1075,2848,228.55815529823303,0.44479805
2645,7492,0.3618492,371,1077,2865,229.74719095230103,0.46331984
2654,7518,0.48255748,371,1077,2877,230.85912561416626,0.45497042
2666,7552,0.39202458,372,1079,2893,232.0798590183258,0.4210611
2677,7583,0.41538784,372,1079,2904,233.19239020347595,0.44166884
2701,7648,0.40535268,374,1083,2922,234.5741422176361,0.42056853
2712,7684,0.42986447,376,1087,2941,235.68838787078857,0.45590022
2728,7725,0.41639552,377,1089,2952,236.84641551971436,0.47016886
2735,7746,0.40281606,378,1091,2970,238.0275890827179,0.45774043
2751,7795,0.54258716,378,1091,2988,239.13331031799316,0.4643649
2762,7828,0.46811354,380,1095,3006,240.4424228668213,0.44061065
2777,7871,0.48912793,381,1097,3021,241.50071787834167,0.43725967
2788,7902,0.46594518,382,1099,3035,242.92272925376892,0.4415313
2800,7933,0.57044303,383,1101,3048,244.0286741256714,0.44766596
2812,7968,0.31967184,385,1105,3065,245.20439505577087,0.44924796
2829,8021,0.4248198,385,1105,3080,246.3130362033844,0.4831798
2835,8041,0.3705752,385,1105,3097,247.51965737342834,0.483765
2846,8076,0.538604,387,1109,3109,248.65209317207336,0.45744842
2860,8113,0.49865165,388,1111,3125,249.81754994392395,0.45457894
2881,8169,0.4049623,390,1115,3138,251.05824828147888,0.46145955
2893,8205,0.42432547,391,1117,3156,252.1718978881836,0.45371047
2905,8235,0.43872505,392,1119,3168,253.35349917411804,0.45189553
2918,8273,0.49970874,392,1119,3183,254.5829963684082,0.45432782
2927,8297,0.4784368,394,1123,3197,255.90741777420044,0.45690617
2939,8329,0.46526155,396,1127,3209,257.02038621902466,0.4628085
2949,8355,0.46023077,397,1129,3224,258.3025815486908,0.47191826
2961,8387,0.2830694,397,1129,3242,259.46677231788635,0.46360174
2972,8417,0.4723788,398,1131,3262,260.57225012779236,0.46674624
3000,8502,0.29078096,400,1135,3273,261.69181060791016,0.4536482
3011,8529,0.47342876,400,1135,3289,262.8089454174042,0.4629221
3022,8562,0.37771213,402,1139,3300,264.0167284011841,0.42731553
3035,8596,0.39045584,402,1139,3311,265.1902582645416,0.4435255
3045,8626,0.37521154,404,1143,3328,266.5230748653412,0.4468816
3055,8655,0.3288685,405,1145,3343,267.67375135421753,0.43713716
3064,8682,0.3201517,407,1149,3357,268.8568913936615,0.44647333
3074,8711,0.46634775,407,1149,3371,270.0032877922058,0.41514096
3088,8751,0.37579504,409,1153,3384,271.16834902763367,0.4724977
3096,8772,0.37216207,410,1155,3398,272.29621982574463,0.43669605
3110,8815,0.40128112,411,1157,3412,273.4646055698395,0.40933627
3124,8853,0.35519966,412,1159,3425,274.64503931999207,0.4497028
3133,8878,0.4027567,412,1159,3438,275.9461896419525,0.43771642
3154,8938,0.34449694,415,1165,3456,277.34010910987854,0.48193175
3172,8987,0.43431866,415,1165,3471,278.48004508018494,0.4896517
3182,9016,0.5037707,417,1169,3487,279.8722937107086,0.43634325
3190,9038,0.41462815,417,1169,3501,281.05674290657043,0.42499688
3202,9076,0.4207971,419,1173,3517,282.23504400253296,0.41656205
3214,9112,0.49530303,420,1175,3528,283.4576578140259,0.4367295
3224,9148,0.4754774,421,1177,3544,284.70866799354553,0.4597657
3232,9166,0.3230371,422,1179,3559,285.9316031932831,0.4432748
3243,9197,0.5189422,423,1181,3575,287.0755798816681,0.43333358
3258,9238,0.35894397,424,1183,3590,288.1806492805481,0.48220864
3271,9273,0.5074475,424,1183,3604,289.37065172195435,0.44071394
3297,9339,0.5067155,428,1191,3620,290.7433457374573,0.4639745
3311,9378,0.4302364,428,1191,3634,291.94524097442627,0.47100434
3326,9417,0.37162393,430,1195,3653,293.3375458717346,0.45678043
3341,9455,0.47497284,431,1197,3666,294.4634737968445,0.45085302
3357,9504,0.4469327,432,1199,3685,295.72010827064514,0.47265297
3367,9525,0.45183146,433,1201,3696,296.86053586006165,0.47216266
3375,9547,0.37450737,434,1203,3710,298.2674512863159,0.49186265
3388,9588,0.39402884,435,1205,3728,299.4160406589508,0.46151203
3401,9617,0.45047683,435,1205,3742,300.54087829589844,0.4594598
3418,9655,0.37578484,437,1209,3757,301.7505657672882,0.4696718
3427,9680,0.4990335,437,1209,3773,303.202885389328,0.45591187
3454,9753,0.43501133,440,1215,3786,304.40577006340027,0.45995125
3462,9773,0.41917828,440,1215,3799,305.54305243492126,0.4474949
3475,9808,0.39680657,442,1219,3816,306.67504143714905,0.46804422
3490,9851,0.34021142,443,1221,3832,307.8629071712494,0.45899814
3506,9896,0.41289723,444,1223,3842,308.98657059669495,0.4689612
3516,9922,0.43100077,445,1225,3858,310.0902361869812,0.4546074
3530,9957,0.41848168,445,1225,3870,311.2115476131439,0.47377825
3543,9989,0.4367599,447,1229,3886,312.6541042327881,0.44131696
3553,10016,0.4339655,448,1231,3900,313.95818161964417,0.42761192
3561,10037,0.61286795,449,1233,3912,315.10291934013367,0.41691014
3580,10089,0.3844856,450,1235,3925,316.265282869339,0.43844855
3595,10130,0.39777628,452,1239,3941,317.49204325675964,0.46395713
3608,10168,0.3671307,453,1241,3959,318.6457185745239,0.46831417
3619,10194,0.41209137,453,1241,3969,319.7915358543396,0.4580487
3632,10230,0.4499401,455,1245,3983,321.16039395332336,0.4570263
3643,10260,0.42316583,456,1247,4000,322.4401159286499,0.433428
3657,10297,0.4403603,456,1247,4016,323.73238015174866,0.43213713
3680,10350,0.34839892,459,1253,4026,324.8874671459198,0.43928218
3690,10377,0.3172604,460,1255,4040,326.1003658771515,0.45322627
3704,10416,0.36762014,460,1255,4054,327.24417066574097,0.45595375
3718,10457,0.39100286,462,1259,4074,328.6207196712494,0.41568354
3727,10478,0.49462414,463,1261,4085,329.7823305130005,0.4200098
3739,10511,0.34745562,464,1263,4100,330.9409341812134,0.43949336
3752,10550,0.38152504,464,1263,4119,332.14646315574646,0.4187814
3766,10587,0.42818683,466,1267,4134,333.2844202518463,0.4267883
3779,10618,0.4760105,467,1269,4150,334.4552597999573,0.4130303
3793,10655,0.43751794,468,1271,4163,335.6419851779938,0.4530115
3804,10682,0.4099026,468,1271,4181,336.8828287124634,0.4570376
3831,10753,0.4555861,471,1277,4193,338.1199460029602,0.468835
3840,10778,0.3873292,472,1279,4206,339.2933530807495,0.47943443
3854,10821,0.41892636,473,1281,4223,340.40178966522217,0.4628741
3871,10862,0.46833247,474,1283,4236,341.7520444393158,0.47273242
3886,10907,0.5046102,475,1285,4258,342.9879777431488,0.4875629
3898,10940,0.41468775,476,1287,4273,344.2216353416443,0.48067656
3908,10968,0.44509205,478,1291,4288,345.4169201850891,0.44665903
3921,11007,0.44388306,478,1291,4302,346.5251145362854,0.44359016
3930,11034,0.3861665,479,1293,4314,347.7564477920532,0.43975952
3943,11071,0.34714052,480,1295,4325,348.96555280685425,0.4588009
3949,11085,0.4796686,481,1297,4340,350.07912731170654,0.48300654
3959,11116,0.43769065,482,1299,4353,351.2859196662903,0.458394
3974,11162,0.4489042,483,1301,4370,352.39326524734497,0.4351188
3996,11224,0.4486096,485,1305,4384,353.62768387794495,0.4326612
4005,11247,0.5125718,485,1305,4398,354.8005373477936,0.45180687
4016,11281,0.35402596,487,1309,4414,355.97709679603577,0.4678412
4027,11307,0.47812122,488,1311,4428,357.29855036735535,0.47594756
4038,11334,0.42708164,488,1311,4442,358.4225399494171,0.47036994
4053,11375,0.37224075,490,1315,4459,359.5351483821869,0.41999125
4068,11415,0.35569823,491,1317,4474,360.7123975753784,0.45389825
4079,11446,0.4803082,493,1321,4486,361.8808648586273,0.47758523
4096,11486,0.32284072,494,1323,4498,363.2209196090698,0.45109013
4113,11535,0.38756293,495,1325,4513,364.36305928230286,0.43167263
4123,11563,0.30738056,497,1329,4528,365.6614680290222,0.39449838
4137,11606,0.29888043,498,1331,4547,367.0644543170929,0.4351533
4147,11630,0.36213064,499,1333,4560,368.324982881546,0.4403715
4162,11670,0.40555185,499,1333,4575,369.47150564193726,0.42267936
4175,11702,0.32566166,501,1337,4587,370.60619592666626,0.41936272
4188,11736,0.39011174,501,1337,4605,371.8371591567993,0.46831888
4197,11762,0.42788404,503,1341,4616,372.98778319358826,0.44464254
4217,11815,0.4975075,505,1345,4631,374.14512372016907,0.44888794
4224,11832,0.5013444,505,1345,4647,375.32789373397827,0.4615162
4251,11904,0.37273884,507,1349,4662,376.49124097824097,0.43931982
4259,11923,0.44488454,507,1349,4671,377.73559832572937,0.47247797
4271,11956,0.46217233,509,1353,4686,378.8819332122803,0.4704159
4287,11997,0.33057553,510,1355,4698,380.0586402416229,0.483314
4301,12034,0.45707676,511,1357,4712,381.16303181648254,0.4402158
4308,12056,0.4097068,512,1359,4729,382.2836501598358,0.4426226
4318,12086,0.5444335,513,1361,4745,383.4579086303711,0.43962294
4337,12132,0.3981115,513,1361,4757,384.721444606781,0.44004261
4346,12156,0.3298556,516,1367,4771,385.8832104206085,0.4629771
4359,12193,0.3301226,516,1367,4787,387.0693986415863,0.45003146
4371,12228,0.47846246,517,1369,4800,388.22666597366333,0.46986213
4393,12284,0.47391903,519,1373,4816,389.68028378486633,0.4635774
4404,12313,0.4433158,520,1375,4829,390.8892436027527,0.46696267
4413,12341,0.4267736,520,1375,4846,392.0246479511261,0.44259885
4430,12387,0.42671317,522,1379,4862,393.217027425766,0.44507658
4440,12412,0.37539893,523,1381,4878,394.52468609809875,0.47593212
4464,12481,0.3266943,525,1385,4897,395.86513662338257,0.472258
4476,12514,0.40610763,526,1387,4909,397.0149118900299,0.45334554
4489,12545,0.5032108,527,1389,4921,398.3066780567169,0.42505717
4499,12572,0.45875752,528,1391,4936,399.5395770072937,0.47893518
4512,12608,0.3225397,528,1391,4952,400.75710129737854,0.48038116
4525,12650,0.37177053,529,1393,4967,401.8575804233551,0.47436956
4536,12673,0.45560327,529,1393,4980,402.98734521865845,0.45664614
4549,12708,0.29629657,531,1397,4996,404.09972190856934,0.46127802
4563,12742,0.37568018,532,1399,5007,405.22475004196167,0.47233352
4570,12763,0.42132944,534,1403,5018,406.4259066581726,0.4501875
4584,12798,0.49861157,534,1403,5032,407.6071388721466,0.45784605
4591,12822,0.4205805,535,1405,5047,408.8095180988312,0.46750626
4611,12883,0.36385095,538,1411,5059,409.96178460121155,0.47958934
4622,12912,0.38689965,539,1413,5074,411.288206577301,0.4653303
4633,12944,0.39417997,539,1413,5091,412.4758257865906,0.47686216
4650,12988,0.43227422,541,1417,5105,413.634592294693,0.47800928
4663,13024,0.49287713,541,1417,5120,414.74198150634766,0.47505972
4673,13054,0.44279072,543,1421,5132,415.84789752960205,0.4507173
4684,13085,0.47965622,544,1423,5147,417.1117606163025,0.4700059
4692,13108,0.42417574,544,1423,5160,418.2402312755585,0.48369953
4703,13139,0.42785916,547,1429,5169,419.46186923980713,0.4569913
4714,13168,0.3436945,547,1429,5185,420.6160047054291,0.45216215
4728,13211,0.5818633,549,1433,5203,421.99287486076355,0.4451239
4747,13267,0.3376984,551,1437,5217,423.3355634212494,0.48138025
4755,13293,0.5372712,551,1437,5231,424.45981216430664,0.48097196
4767,13328,0.43879697,553,1441,5248,425.59227752685547,0.4786675
4783,13365,0.4283414,554,1443,5258,426.70551443099976,0.4635262
4796,13400,0.5326214,555,1445,5273,427.9112892150879,0.436539
4808,13435,0.418523,556,1447,5285,429.0585763454437,0.38024342
4823,13476,0.49015754,556,1447,5302,430.4039931297302,0.45267326
4829,13493,0.42363206,558,1451,5317,431.5313084125519,0.47234923
4845,13540,0.3688352,559,1453,5333,432.6718738079071,0.4649057
4861,13578,0.45385635,560,1455,5347,433.8067274093628,0.48256806
4874,13616,0.43795696,561,1457,5365,435.12825632095337,0.47156933
4889,13652,0.4356073,562,1459,5381,436.2545909881592,0.43502796
4897,13673,0.3641521,563,1461,5395,437.42733359336853,0.45663798
4910,13706,0.42625484,564,1463,5410,438.6501877307892,0.46157363
4931,13760,0.4672348,565,1465,5426,440.0256700515747,0.44220188
4940,13782,0.40888268,565,1465,5441,441.1715440750122,0.458009
4964,13849,0.3472345,567,1469,5454,442.3345489501953,0.4569294
4974,13874,0.5369866,569,1473,5469,443.56320118904114,0.4617717
4986,13906,0.4516167,569,1473,5483,444.6842815876007,0.4675428
5006,13960,0.370288,571,1477,5500,445.9178590774536,0.46240467
5013,13980,0.37011352,572,1479,5512,447.09998083114624,0.46832255
5026,14014,0.39018434,573,1481,5526,448.24080419540405,0.47600228
5036,14039,0.39982837,574,1483,5537,449.45224618911743,0.45732525
5051,14082,0.45804906,575,1485,5554,450.620121717453,0.44518408
5061,14105,0.35751903,576,1487,5565,451.7333996295929,0.4408542
5071,14134,0.4462787,577,1489,5581,452.8452262878418,0.42218965
5083,14164,0.3754586,578,1491,5592,454.0471749305725,0.45504034
5094,14191,0.36060965,579,1493,5610,455.1488902568817,0.44266158
5112,14239,0.25602034,580,1495,5625,456.3040225505829,0.4228828
5119,14258,0.31260318,580,1495,5639,457.4330735206604,0.42771024
5136,14306,0.30318415,582,1499,5650,458.53799414634705,0.439241
5151,14355,0.5827607,584,1503,5664,459.7678973674774,0.40391272
5163,14390,0.32604498,584,1503,5683,460.8977527618408,0.4664963
5179,14429,0.42587653,586,1507,5694,462.0660631656647,0.46387625
5190,14456,0.36524743,586,1507,5706,463.2238004207611,0.4261616
5201,14486,0.32130694,588,1511,5719,464.40647625923157,0.45873255
5217,14528,0.48718867,590,1515,5734,465.53095054626465,0.43988812
5227,14553,0.3900806,590,1515,5752,466.6877193450928,0.47464287
5237,14581,0.36774057,592,1519,5765,467.79552602767944,0.46563953
5253,14617,0.40287954,593,1521,5776,468.92056822776794,0.455822
5267,14650,0.36842373,594,1523,5787,470.1435978412628,0.48519385
5278,14683,0.419641,594,1523,5804,471.57762026786804,0.45086512
5300,14738,0.4641298,596,1527,5817,472.75135946273804,0.45912704
5314,14778,0.44651157,598,1531,5835,473.919447183609,0.4301222
5326,14812,0.46907628,599,1533,5852,475.16555094718933,0.34655422
5338,14850,0.24901986,600,1535,5862,476.2892255783081,0.4518044
5353,14892,0.36539942,601,1537,5877,477.5080852508545,0.45373714
5363,14917,0.29474932,601,1537,5892,478.73252153396606,0.42136568
5371,14937,0.33634126,603,1541,5905,479.86258482933044,0.44760042
5383,14973,0.32450384,604,1543,5917,481.12295722961426,0.44232768
5400,15019,0.35534483,604,1543,5935,482.3189253807068,0.45887357
5410,15047,0.50063384,606,1547,5951,483.4788122177124,0.42263463
5425,15090,0.39054728,607,1549,5967,484.5988404750824,0.46232972
5437,15123,0.2828157,609,1553,5976,485.71081280708313,0.44174543
5448,15157,0.39459983,610,1555,5993,486.84485816955566,0.45829386
5462,15190,0.43985343,610,1555,6011,488.07476258277893,0.45287597
5475,15222,0.44504923,611,1557,6019,489.2914402484894,0.45898515
5491,15267,0.40836996,613,1561,6034,490.42186284065247,0.47292274
5502,15292,0.43420357,614,1563,6049,491.6657874584198,0.449522
5515,15324,0.3709054,615,1565,6064,492.7761311531067,0.43455386
5526,15359,0.32566586,615,1565,6077,493.9563171863556,0.4660826
5540,15403,0.4776395,617,1569,6096,495.16375064849854,0.45891857
5549,15429,0.41509715,617,1569,6109,496.31324529647827,0.41274685
5561,15467,0.37071502,619,1573,6127,497.4418885707855,0.42895648
5572,15497,0.42983532,620,1575,6140,498.6125900745392,0.40909073
5586,15531,0.32121995,621,1577,6153,499.74906635284424,0.40736198
5607,15589,0.38218307,623,1581,6168,500.85759949684143,0.4469859
5618,15618,0.39577615,624,1583,6176,502.02207589149475,0.41053033
5633,15660,0.321401,625,1585,6195,503.28768968582153,0.40843457
5646,15699,0.50751597,625,1585,6212,504.42749190330505,0.43766376
5660,15738,0.40328255,627,1589,6226,505.52924823760986,0.4395317
